,time,lat,lon,PRECIP
45580,2002-04-13,10.9954,36.9193,0.0
46375,2002-04-13,10.9989,36.679,0.0
44483,2002-04-13,11.2745,37.49312,0.0
47390,2002-04-13,11.37,37.04228,0.0
45022,2002-04-13,11.4337,36.846,0.0
44757,2002-04-13,11.6027,37.322,0.0
47630,2002-04-13,11.68878,37.312433,0.0
45302,2002-04-13,11.8666,37.9954,0.0
46636,2002-04-13,12.3884,37.5551,0.0
45840,2002-04-13,12.52115,37.4319,0.0
49795,2002-04-14,10.8571,37.10345,0.0
50739,2002-04-14,10.9882,37.21372,0.0
49259,2002-04-14,10.9954,36.9193,0.0
50054,2002-04-14,10.9989,36.679,0.0
48162,2002-04-14,11.2745,37.49312,0.0
51069,2002-04-14,11.37,37.04228,0.0
48701,2002-04-14,11.4337,36.846,0.0
48436,2002-04-14,11.6027,37.322,0.0
51309,2002-04-14,11.68878,37.312433,0.0
48981,2002-04-14,11.8666,37.9954,0.0
50315,2002-04-14,12.3884,37.5551,0.0
49519,2002-04-14,12.52115,37.4319,0.0
53474,2002-04-15,10.8571,37.10345,0.0
54418,2002-04-15,10.9882,37.21372,0.0
52938,2002-04-15,10.9954,36.9193,0.0
53733,2002-04-15,10.9989,36.679,0.0
51841,2002-04-15,11.2745,37.49312,0.0
54748,2002-04-15,11.37,37.04228,0.0
52380,2002-04-15,11.4337,36.846,0.0
52115,2002-04-15,11.6027,37.322,0.0
54988,2002-04-15,11.68878,37.312433,0.0
52660,2002-04-15,11.8666,37.9954,0.0
53994,2002-04-15,12.3884,37.5551,0.0
53198,2002-04-15,12.52115,37.4319,0.0
57153,2002-04-16,10.8571,37.10345,0.0
58097,2002-04-16,10.9882,37.21372,0.0
56617,2002-04-16,10.9954,36.9193,0.0
57412,2002-04-16,10.9989,36.679,0.0
55520,2002-04-16,11.2745,37.49312,0.0
58427,2002-04-16,11.37,37.04228,0.0
56059,2002-04-16,11.4337,36.846,0.0
55794,2002-04-16,11.6027,37.322,0.0
58667,2002-04-16,11.68878,37.312433,0.0
56339,2002-04-16,11.8666,37.9954,0.0
57673,2002-04-16,12.3884,37.5551,0.0
56877,2002-04-16,12.52115,37.4319,0.0
60832,2002-04-17,10.8571,37.10345,0.0
61776,2002-04-17,10.9882,37.21372,0.0
60296,2002-04-17,10.9954,36.9193,0.0
61091,2002-04-17,10.9989,36.679,0.0
59199,2002-04-17,11.2745,37.49312,0.0
62106,2002-04-17,11.37,37.04228,0.0
59738,2002-04-17,11.4337,36.846,0.0
59473,2002-04-17,11.6027,37.322,0.0
62346,2002-04-17,11.68878,37.312433,0.0
60018,2002-04-17,11.8666,37.9954,0.0
61352,2002-04-17,12.3884,37.5551,0.0
60556,2002-04-17,12.52115,37.4319,0.0
64511,2002-04-18,10.8571,37.10345,0.0
65455,2002-04-18,10.9882,37.21372,0.0
63975,2002-04-18,10.9954,36.9193,0.0
64770,2002-04-18,10.9989,36.679,0.0
62878,2002-04-18,11.2745,37.49312,0.0
65785,2002-04-18,11.37,37.04228,0.0
63417,2002-04-18,11.4337,36.846,0.0
63152,2002-04-18,11.6027,37.322,0.0
66025,2002-04-18,11.68878,37.312433,0.0
63697,2002-04-18,11.8666,37.9954,0.0
65031,2002-04-18,12.3884,37.5551,0.0
64235,2002-04-18,12.52115,37.4319,0.0
68190,2002-04-19,10.8571,37.10345,0.0
69134,2002-04-19,10.9882,37.21372,0.0
67654,2002-04-19,10.9954,36.9193,0.0
68449,2002-04-19,10.9989,36.679,0.0
66557,2002-04-19,11.2745,37.49312,0.0
69464,2002-04-19,11.37,37.04228,0.0
67096,2002-04-19,11.4337,36.846,0.0
66831,2002-04-19,11.6027,37.322,0.0
69704,2002-04-19,11.68878,37.312433,0.0
67376,2002-04-19,11.8666,37.9954,0.0
68710,2002-04-19,12.3884,37.5551,0.0
67914,2002-04-19,12.52115,37.4319,0.0
71869,2002-04-20,10.8571,37.10345,0.0
72813,2002-04-20,10.9882,37.21372,0.0
71333,2002-04-20,10.9954,36.9193,0.0
72128,2002-04-20,10.9989,36.679,0.0
70236,2002-04-20,11.2745,37.49312,0.0
73143,2002-04-20,11.37,37.04228,0.0
70775,2002-04-20,11.4337,36.846,0.0
70510,2002-04-20,11.6027,37.322,0.0
73383,2002-04-20,11.68878,37.312433,0.0
71055,2002-04-20,11.8666,37.9954,0.0
72389,2002-04-20,12.3884,37.5551,0.0
71593,2002-04-20,12.52115,37.4319,0.0
75548,2002-04-21,10.8571,37.10345,0.0
76492,2002-04-21,10.9882,37.21372,0.0
75012,2002-04-21,10.9954,36.9193,0.0
75807,2002-04-21,10.9989,36.679,0.0
73915,2002-04-21,11.2745,37.49312,0.0
76822,2002-04-21,11.37,37.04228,0.0
74454,2002-04-21,11.4337,36.846,0.0
74189,2002-04-21,11.6027,37.322,0.0
77062,2002-04-21,11.68878,37.312433,0.0
74734,2002-04-21,11.8666,37.9954,0.0
76068,2002-04-21,12.3884,37.5551,0.0
75272,2002-04-21,12.52115,37.4319,0.0
79227,2002-04-22,10.8571,37.10345,0.0
80171,2002-04-22,10.9882,37.21372,0.0
78691,2002-04-22,10.9954,36.9193,0.0
79486,2002-04-22,10.9989,36.679,0.0
77594,2002-04-22,11.2745,37.49312,0.0
80501,2002-04-22,11.37,37.04228,0.0
78133,2002-04-22,11.4337,36.846,0.0
77868,2002-04-22,11.6027,37.322,0.0
80741,2002-04-22,11.68878,37.312433,0.0
78413,2002-04-22,11.8666,37.9954,0.0
79747,2002-04-22,12.3884,37.5551,0.0
78951,2002-04-22,12.52115,37.4319,0.0
82906,2002-04-23,10.8571,37.10345,0.0
83850,2002-04-23,10.9882,37.21372,0.0
82370,2002-04-23,10.9954,36.9193,0.0
83165,2002-04-23,10.9989,36.679,0.0
81273,2002-04-23,11.2745,37.49312,0.0
84180,2002-04-23,11.37,37.04228,0.0
81812,2002-04-23,11.4337,36.846,0.0
81547,2002-04-23,11.6027,37.322,0.0
84420,2002-04-23,11.68878,37.312433,0.0
82092,2002-04-23,11.8666,37.9954,0.0
83426,2002-04-23,12.3884,37.5551,0.0
82630,2002-04-23,12.52115,37.4319,0.0
86585,2002-04-24,10.8571,37.10345,0.0
87529,2002-04-24,10.9882,37.21372,0.0
86049,2002-04-24,10.9954,36.9193,0.0
86844,2002-04-24,10.9989,36.679,0.0
84952,2002-04-24,11.2745,37.49312,0.0
87859,2002-04-24,11.37,37.04228,0.0
85491,2002-04-24,11.4337,36.846,0.0
85226,2002-04-24,11.6027,37.322,0.0
88099,2002-04-24,11.68878,37.312433,0.0
85771,2002-04-24,11.8666,37.9954,0.0
87105,2002-04-24,12.3884,37.5551,0.0
86309,2002-04-24,12.52115,37.4319,0.0
90264,2002-04-25,10.8571,37.10345,0.0
91208,2002-04-25,10.9882,37.21372,0.0
89728,2002-04-25,10.9954,36.9193,0.0
90523,2002-04-25,10.9989,36.679,0.0
88631,2002-04-25,11.2745,37.49312,0.0
91538,2002-04-25,11.37,37.04228,0.0
89170,2002-04-25,11.4337,36.846,0.0
88905,2002-04-25,11.6027,37.322,0.0
91778,2002-04-25,11.68878,37.312433,0.0
89450,2002-04-25,11.8666,37.9954,0.0
90784,2002-04-25,12.3884,37.5551,0.0
89988,2002-04-25,12.52115,37.4319,0.0
93943,2002-04-26,10.8571,37.10345,0.0
94887,2002-04-26,10.9882,37.21372,0.0
93407,2002-04-26,10.9954,36.9193,0.0
94202,2002-04-26,10.9989,36.679,0.0
92310,2002-04-26,11.2745,37.49312,0.0
95217,2002-04-26,11.37,37.04228,0.0
92849,2002-04-26,11.4337,36.846,0.0
92584,2002-04-26,11.6027,37.322,0.0
95457,2002-04-26,11.68878,37.312433,0.0
93129,2002-04-26,11.8666,37.9954,0.0
94463,2002-04-26,12.3884,37.5551,0.0
93667,2002-04-26,12.52115,37.4319,0.0
97622,2002-04-27,10.8571,37.10345,0.0
98566,2002-04-27,10.9882,37.21372,0.0
97086,2002-04-27,10.9954,36.9193,0.0
97881,2002-04-27,10.9989,36.679,0.0
95989,2002-04-27,11.2745,37.49312,0.0
98896,2002-04-27,11.37,37.04228,0.0
96528,2002-04-27,11.4337,36.846,0.0
96263,2002-04-27,11.6027,37.322,0.1
99136,2002-04-27,11.68878,37.312433,0.0
96808,2002-04-27,11.8666,37.9954,0.0
98142,2002-04-27,12.3884,37.5551,0.0
97346,2002-04-27,12.52115,37.4319,0.0
101301,2002-04-28,10.8571,37.10345,0.0
102245,2002-04-28,10.9882,37.21372,0.0
100765,2002-04-28,10.9954,36.9193,0.0
101560,2002-04-28,10.9989,36.679,0.0
99668,2002-04-28,11.2745,37.49312,0.0
102575,2002-04-28,11.37,37.04228,0.0
100207,2002-04-28,11.4337,36.846,0.0
99942,2002-04-28,11.6027,37.322,0.0
102815,2002-04-28,11.68878,37.312433,0.0
100487,2002-04-28,11.8666,37.9954,0.0
101821,2002-04-28,12.3884,37.5551,0.0
101025,2002-04-28,12.52115,37.4319,0.0
104980,2002-04-29,10.8571,37.10345,0.0
105924,2002-04-29,10.9882,37.21372,3.1
104444,2002-04-29,10.9954,36.9193,0.0
105239,2002-04-29,10.9989,36.679,0.9
103347,2002-04-29,11.2745,37.49312,0.0
106254,2002-04-29,11.37,37.04228,0.0
103886,2002-04-29,11.4337,36.846,0.0
103621,2002-04-29,11.6027,37.322,0.0
106494,2002-04-29,11.68878,37.312433,0.0
104166,2002-04-29,11.8666,37.9954,0.0
105500,2002-04-29,12.3884,37.5551,0.0
104704,2002-04-29,12.52115,37.4319,0.0
108659,2002-04-30,10.8571,37.10345,0.0
109603,2002-04-30,10.9882,37.21372,0.0
108123,2002-04-30,10.9954,36.9193,11.4
108918,2002-04-30,10.9989,36.679,21.4
107026,2002-04-30,11.2745,37.49312,0.0
109933,2002-04-30,11.37,37.04228,0.0
107565,2002-04-30,11.4337,36.846,0.0
107300,2002-04-30,11.6027,37.322,0.0
110173,2002-04-30,11.68878,37.312433,0.0
107845,2002-04-30,11.8666,37.9954,0.0
109179,2002-04-30,12.3884,37.5551,0.0
108383,2002-04-30,12.52115,37.4319,0.0
1969,2002-05-01,10.8571,37.10345,2.1
2913,2002-05-01,10.9882,37.21372,0.0
1433,2002-05-01,10.9954,36.9193,0.0
2228,2002-05-01,10.9989,36.679,0.0
336,2002-05-01,11.2745,37.49312,0.0
3243,2002-05-01,11.37,37.04228,0.0
875,2002-05-01,11.4337,36.846,0.0
610,2002-05-01,11.6027,37.322,0.0
3483,2002-05-01,11.68878,37.312433,0.0
1155,2002-05-01,11.8666,37.9954,0.0
2489,2002-05-01,12.3884,37.5551,0.0
1693,2002-05-01,12.52115,37.4319,14.6
5648,2002-05-02,10.8571,37.10345,1.1
6592,2002-05-02,10.9882,37.21372,0.0
5112,2002-05-02,10.9954,36.9193,0.0
5907,2002-05-02,10.9989,36.679,0.0
4015,2002-05-02,11.2745,37.49312,16.0
6922,2002-05-02,11.37,37.04228,0.0
4554,2002-05-02,11.4337,36.846,0.0
4289,2002-05-02,11.6027,37.322,0.0
7162,2002-05-02,11.68878,37.312433,0.0
4834,2002-05-02,11.8666,37.9954,8.9
6168,2002-05-02,12.3884,37.5551,21.8
5372,2002-05-02,12.52115,37.4319,19.6
9327,2002-05-03,10.8571,37.10345,3.0
10271,2002-05-03,10.9882,37.21372,0.0
8791,2002-05-03,10.9954,36.9193,0.0
9586,2002-05-03,10.9989,36.679,0.0
7694,2002-05-03,11.2745,37.49312,8.3
10601,2002-05-03,11.37,37.04228,0.0
8233,2002-05-03,11.4337,36.846,0.0
7968,2002-05-03,11.6027,37.322,0.0
10841,2002-05-03,11.68878,37.312433,0.0
8513,2002-05-03,11.8666,37.9954,10.1
9847,2002-05-03,12.3884,37.5551,1.0
9051,2002-05-03,12.52115,37.4319,0.0
13006,2002-05-04,10.8571,37.10345,0.0
13950,2002-05-04,10.9882,37.21372,0.0
12470,2002-05-04,10.9954,36.9193,0.0
13265,2002-05-04,10.9989,36.679,0.0
11373,2002-05-04,11.2745,37.49312,0.0
14280,2002-05-04,11.37,37.04228,0.0
11912,2002-05-04,11.4337,36.846,0.0
11647,2002-05-04,11.6027,37.322,0.0
14520,2002-05-04,11.68878,37.312433,0.0
12192,2002-05-04,11.8666,37.9954,0.0
13526,2002-05-04,12.3884,37.5551,0.0
12730,2002-05-04,12.52115,37.4319,0.0
16685,2002-05-05,10.8571,37.10345,0.0
17629,2002-05-05,10.9882,37.21372,0.0
16149,2002-05-05,10.9954,36.9193,0.0
16944,2002-05-05,10.9989,36.679,0.0
15052,2002-05-05,11.2745,37.49312,0.0
17959,2002-05-05,11.37,37.04228,0.0
15591,2002-05-05,11.4337,36.846,0.0
15326,2002-05-05,11.6027,37.322,0.0
18199,2002-05-05,11.68878,37.312433,0.0
15871,2002-05-05,11.8666,37.9954,0.0
17205,2002-05-05,12.3884,37.5551,0.0
16409,2002-05-05,12.52115,37.4319,0.0
20364,2002-05-06,10.8571,37.10345,0.0
21308,2002-05-06,10.9882,37.21372,0.0
19828,2002-05-06,10.9954,36.9193,0.0
20623,2002-05-06,10.9989,36.679,0.0
18731,2002-05-06,11.2745,37.49312,0.0
21638,2002-05-06,11.37,37.04228,0.0
19270,2002-05-06,11.4337,36.846,0.0
19005,2002-05-06,11.6027,37.322,0.0
21878,2002-05-06,11.68878,37.312433,0.0
19550,2002-05-06,11.8666,37.9954,0.0
20884,2002-05-06,12.3884,37.5551,0.0
20088,2002-05-06,12.52115,37.4319,0.0
24043,2002-05-07,10.8571,37.10345,0.0
24987,2002-05-07,10.9882,37.21372,0.0
23507,2002-05-07,10.9954,36.9193,0.0
24302,2002-05-07,10.9989,36.679,0.0
22410,2002-05-07,11.2745,37.49312,0.0
25317,2002-05-07,11.37,37.04228,0.0
22949,2002-05-07,11.4337,36.846,0.0
22684,2002-05-07,11.6027,37.322,0.0
25557,2002-05-07,11.68878,37.312433,0.0
23229,2002-05-07,11.8666,37.9954,0.0
24563,2002-05-07,12.3884,37.5551,0.0
23767,2002-05-07,12.52115,37.4319,0.0
27722,2002-05-08,10.8571,37.10345,0.0
28666,2002-05-08,10.9882,37.21372,0.0
27186,2002-05-08,10.9954,36.9193,0.0
27981,2002-05-08,10.9989,36.679,0.0
26089,2002-05-08,11.2745,37.49312,0.0
28996,2002-05-08,11.37,37.04228,0.0
26628,2002-05-08,11.4337,36.846,0.0
26363,2002-05-08,11.6027,37.322,0.0
29236,2002-05-08,11.68878,37.312433,0.0
26908,2002-05-08,11.8666,37.9954,0.0
28242,2002-05-08,12.3884,37.5551,0.0
27446,2002-05-08,12.52115,37.4319,0.0
31401,2002-05-09,10.8571,37.10345,0.0
32345,2002-05-09,10.9882,37.21372,0.0
30865,2002-05-09,10.9954,36.9193,0.0
31660,2002-05-09,10.9989,36.679,0.0
29768,2002-05-09,11.2745,37.49312,0.0
32675,2002-05-09,11.37,37.04228,0.0
30307,2002-05-09,11.4337,36.846,0.0
30042,2002-05-09,11.6027,37.322,0.0
32915,2002-05-09,11.68878,37.312433,0.0
30587,2002-05-09,11.8666,37.9954,0.0
31921,2002-05-09,12.3884,37.5551,0.0
31125,2002-05-09,12.52115,37.4319,0.0
35080,2002-05-10,10.8571,37.10345,0.0
36024,2002-05-10,10.9882,37.21372,0.0
34544,2002-05-10,10.9954,36.9193,0.0
35339,2002-05-10,10.9989,36.679,0.0
33447,2002-05-10,11.2745,37.49312,0.0
36354,2002-05-10,11.37,37.04228,0.0
33986,2002-05-10,11.4337,36.846,10.5
33721,2002-05-10,11.6027,37.322,0.0
36594,2002-05-10,11.68878,37.312433,0.0
34266,2002-05-10,11.8666,37.9954,0.0
35600,2002-05-10,12.3884,37.5551,0.0
34804,2002-05-10,12.52115,37.4319,0.0
38759,2002-05-11,10.8571,37.10345,0.0
39703,2002-05-11,10.9882,37.21372,0.0
38223,2002-05-11,10.9954,36.9193,0.0
39018,2002-05-11,10.9989,36.679,0.0
37126,2002-05-11,11.2745,37.49312,0.0
40033,2002-05-11,11.37,37.04228,0.0
37665,2002-05-11,11.4337,36.846,1.7
37400,2002-05-11,11.6027,37.322,0.0
40273,2002-05-11,11.68878,37.312433,0.0
37945,2002-05-11,11.8666,37.9954,0.0
39279,2002-05-11,12.3884,37.5551,0.0
38483,2002-05-11,12.52115,37.4319,0.0
42438,2002-05-12,10.8571,37.10345,0.0
43382,2002-05-12,10.9882,37.21372,0.0
41902,2002-05-12,10.9954,36.9193,0.0
42697,2002-05-12,10.9989,36.679,0.0
40805,2002-05-12,11.2745,37.49312,0.0
43712,2002-05-12,11.37,37.04228,0.0
41344,2002-05-12,11.4337,36.846,0.0
41079,2002-05-12,11.6027,37.322,0.0
43952,2002-05-12,11.68878,37.312433,0.0
41624,2002-05-12,11.8666,37.9954,0.0
42958,2002-05-12,12.3884,37.5551,0.0
42162,2002-05-12,12.52115,37.4319,0.0
46117,2002-05-13,10.8571,37.10345,0.0
47061,2002-05-13,10.9882,37.21372,0.0
45581,2002-05-13,10.9954,36.9193,0.0
46376,2002-05-13,10.9989,36.679,0.0
44484,2002-05-13,11.2745,37.49312,0.0
47391,2002-05-13,11.37,37.04228,0.0
45023,2002-05-13,11.4337,36.846,0.0
44758,2002-05-13,11.6027,37.322,0.0
47631,2002-05-13,11.68878,37.312433,0.0
45303,2002-05-13,11.8666,37.9954,0.0
46637,2002-05-13,12.3884,37.5551,0.0
45841,2002-05-13,12.52115,37.4319,0.0
49796,2002-05-14,10.8571,37.10345,0.0
50740,2002-05-14,10.9882,37.21372,0.0
49260,2002-05-14,10.9954,36.9193,0.0
50055,2002-05-14,10.9989,36.679,0.0
48163,2002-05-14,11.2745,37.49312,0.0
51070,2002-05-14,11.37,37.04228,0.0
48702,2002-05-14,11.4337,36.846,0.0
48437,2002-05-14,11.6027,37.322,0.0
51310,2002-05-14,11.68878,37.312433,0.0
48982,2002-05-14,11.8666,37.9954,0.0
50316,2002-05-14,12.3884,37.5551,0.0
49520,2002-05-14,12.52115,37.4319,0.0
53475,2002-05-15,10.8571,37.10345,0.0
54419,2002-05-15,10.9882,37.21372,0.0
52939,2002-05-15,10.9954,36.9193,0.0
53734,2002-05-15,10.9989,36.679,0.0
51842,2002-05-15,11.2745,37.49312,0.0
54749,2002-05-15,11.37,37.04228,11.5
52381,2002-05-15,11.4337,36.846,0.0
52116,2002-05-15,11.6027,37.322,0.0
54989,2002-05-15,11.68878,37.312433,0.0
52661,2002-05-15,11.8666,37.9954,0.0
53995,2002-05-15,12.3884,37.5551,0.0
53199,2002-05-15,12.52115,37.4319,0.0
57154,2002-05-16,10.8571,37.10345,10.8
58098,2002-05-16,10.9882,37.21372,10.3
56618,2002-05-16,10.9954,36.9193,0.0
57413,2002-05-16,10.9989,36.679,0.0
55521,2002-05-16,11.2745,37.49312,9.8
58428,2002-05-16,11.37,37.04228,2.6
56060,2002-05-16,11.4337,36.846,0.0
55795,2002-05-16,11.6027,37.322,1.4
58668,2002-05-16,11.68878,37.312433,4.8
56340,2002-05-16,11.8666,37.9954,11.8
57674,2002-05-16,12.3884,37.5551,0.0
56878,2002-05-16,12.52115,37.4319,2.9
60833,2002-05-17,10.8571,37.10345,7.6
61777,2002-05-17,10.9882,37.21372,5.5
60297,2002-05-17,10.9954,36.9193,29.1
61092,2002-05-17,10.9989,36.679,0.0
59200,2002-05-17,11.2745,37.49312,4.5
62107,2002-05-17,11.37,37.04228,0.0
59739,2002-05-17,11.4337,36.846,0.0
59474,2002-05-17,11.6027,37.322,0.0
62347,2002-05-17,11.68878,37.312433,0.0
60019,2002-05-17,11.8666,37.9954,4.6
61353,2002-05-17,12.3884,37.5551,3.3
60557,2002-05-17,12.52115,37.4319,12.7
64512,2002-05-18,10.8571,37.10345,0.0
65456,2002-05-18,10.9882,37.21372,0.0
63976,2002-05-18,10.9954,36.9193,4.1
64771,2002-05-18,10.9989,36.679,11.1
62879,2002-05-18,11.2745,37.49312,0.0
65786,2002-05-18,11.37,37.04228,0.0
63418,2002-05-18,11.4337,36.846,0.0
63153,2002-05-18,11.6027,37.322,0.0
66026,2002-05-18,11.68878,37.312433,0.0
63698,2002-05-18,11.8666,37.9954,0.0
65032,2002-05-18,12.3884,37.5551,0.0
64236,2002-05-18,12.52115,37.4319,0.0
68191,2002-05-19,10.8571,37.10345,0.0
69135,2002-05-19,10.9882,37.21372,0.0
67655,2002-05-19,10.9954,36.9193,0.0
68450,2002-05-19,10.9989,36.679,2.4
66558,2002-05-19,11.2745,37.49312,0.0
69465,2002-05-19,11.37,37.04228,0.0
67097,2002-05-19,11.4337,36.846,0.0
66832,2002-05-19,11.6027,37.322,0.0
69705,2002-05-19,11.68878,37.312433,0.0
67377,2002-05-19,11.8666,37.9954,0.0
68711,2002-05-19,12.3884,37.5551,0.0
67915,2002-05-19,12.52115,37.4319,0.0
71870,2002-05-20,10.8571,37.10345,0.0
72814,2002-05-20,10.9882,37.21372,0.0
71334,2002-05-20,10.9954,36.9193,0.0
72129,2002-05-20,10.9989,36.679,0.0
70237,2002-05-20,11.2745,37.49312,0.0
73144,2002-05-20,11.37,37.04228,0.0
70776,2002-05-20,11.4337,36.846,0.0
70511,2002-05-20,11.6027,37.322,0.0
73384,2002-05-20,11.68878,37.312433,0.0
71056,2002-05-20,11.8666,37.9954,0.0
72390,2002-05-20,12.3884,37.5551,0.0
71594,2002-05-20,12.52115,37.4319,0.0
75549,2002-05-21,10.8571,37.10345,0.0
76493,2002-05-21,10.9882,37.21372,0.0
75013,2002-05-21,10.9954,36.9193,0.0
75808,2002-05-21,10.9989,36.679,0.0
73916,2002-05-21,11.2745,37.49312,0.0
76823,2002-05-21,11.37,37.04228,0.0
74455,2002-05-21,11.4337,36.846,0.0
74190,2002-05-21,11.6027,37.322,0.0
77063,2002-05-21,11.68878,37.312433,0.0
74735,2002-05-21,11.8666,37.9954,0.0
76069,2002-05-21,12.3884,37.5551,0.0
75273,2002-05-21,12.52115,37.4319,0.0
79228,2002-05-22,10.8571,37.10345,0.0
80172,2002-05-22,10.9882,37.21372,0.0
78692,2002-05-22,10.9954,36.9193,0.0
79487,2002-05-22,10.9989,36.679,0.0
77595,2002-05-22,11.2745,37.49312,0.0
80502,2002-05-22,11.37,37.04228,0.0
78134,2002-05-22,11.4337,36.846,0.0
77869,2002-05-22,11.6027,37.322,0.0
80742,2002-05-22,11.68878,37.312433,0.0
78414,2002-05-22,11.8666,37.9954,0.0
79748,2002-05-22,12.3884,37.5551,0.0
78952,2002-05-22,12.52115,37.4319,0.0
82907,2002-05-23,10.8571,37.10345,0.0
83851,2002-05-23,10.9882,37.21372,0.0
82371,2002-05-23,10.9954,36.9193,0.0
83166,2002-05-23,10.9989,36.679,0.0
81274,2002-05-23,11.2745,37.49312,0.0
84181,2002-05-23,11.37,37.04228,0.0
81813,2002-05-23,11.4337,36.846,0.0
81548,2002-05-23,11.6027,37.322,0.0
84421,2002-05-23,11.68878,37.312433,0.0
82093,2002-05-23,11.8666,37.9954,0.0
83427,2002-05-23,12.3884,37.5551,0.0
82631,2002-05-23,12.52115,37.4319,0.0
86586,2002-05-24,10.8571,37.10345,0.0
87530,2002-05-24,10.9882,37.21372,0.0
86050,2002-05-24,10.9954,36.9193,0.0
86845,2002-05-24,10.9989,36.679,0.0
84953,2002-05-24,11.2745,37.49312,0.0
87860,2002-05-24,11.37,37.04228,0.0
85492,2002-05-24,11.4337,36.846,0.0
85227,2002-05-24,11.6027,37.322,0.0
88100,2002-05-24,11.68878,37.312433,0.2
85772,2002-05-24,11.8666,37.9954,0.0
87106,2002-05-24,12.3884,37.5551,0.0
86310,2002-05-24,12.52115,37.4319,0.0
90265,2002-05-25,10.8571,37.10345,0.0
91209,2002-05-25,10.9882,37.21372,0.0
89729,2002-05-25,10.9954,36.9193,0.0
90524,2002-05-25,10.9989,36.679,0.0
88632,2002-05-25,11.2745,37.49312,0.0
91539,2002-05-25,11.37,37.04228,0.0
89171,2002-05-25,11.4337,36.846,0.0
88906,2002-05-25,11.6027,37.322,0.0
91779,2002-05-25,11.68878,37.312433,0.0
89451,2002-05-25,11.8666,37.9954,0.0
90785,2002-05-25,12.3884,37.5551,0.0
89989,2002-05-25,12.52115,37.4319,0.0
93944,2002-05-26,10.8571,37.10345,0.3
94888,2002-05-26,10.9882,37.21372,6.5
93408,2002-05-26,10.9954,36.9193,0.0
94203,2002-05-26,10.9989,36.679,0.0
92311,2002-05-26,11.2745,37.49312,8.2
95218,2002-05-26,11.37,37.04228,0.0
92850,2002-05-26,11.4337,36.846,0.0
92585,2002-05-26,11.6027,37.322,0.0
95458,2002-05-26,11.68878,37.312433,0.0
93130,2002-05-26,11.8666,37.9954,0.0
94464,2002-05-26,12.3884,37.5551,0.0
93668,2002-05-26,12.52115,37.4319,2.6
97623,2002-05-27,10.8571,37.10345,2.0
98567,2002-05-27,10.9882,37.21372,12.5
97087,2002-05-27,10.9954,36.9193,0.0
97882,2002-05-27,10.9989,36.679,4.2
95990,2002-05-27,11.2745,37.49312,0.0
98897,2002-05-27,11.37,37.04228,1.7
96529,2002-05-27,11.4337,36.846,0.7
96264,2002-05-27,11.6027,37.322,0.0
99137,2002-05-27,11.68878,37.312433,0.0
96809,2002-05-27,11.8666,37.9954,0.0
98143,2002-05-27,12.3884,37.5551,0.0
97347,2002-05-27,12.52115,37.4319,22.4
101302,2002-05-28,10.8571,37.10345,20.0
102246,2002-05-28,10.9882,37.21372,3.0
100766,2002-05-28,10.9954,36.9193,0.0
101561,2002-05-28,10.9989,36.679,1.0
99669,2002-05-28,11.2745,37.49312,0.0
102576,2002-05-28,11.37,37.04228,8.5
100208,2002-05-28,11.4337,36.846,1.2
99943,2002-05-28,11.6027,37.322,0.5
102816,2002-05-28,11.68878,37.312433,0.0
100488,2002-05-28,11.8666,37.9954,0.0
101822,2002-05-28,12.3884,37.5551,0.0
101026,2002-05-28,12.52115,37.4319,1.3
104981,2002-05-29,10.8571,37.10345,2.3
105925,2002-05-29,10.9882,37.21372,0.0
104445,2002-05-29,10.9954,36.9193,35.7
105240,2002-05-29,10.9989,36.679,2.5
103348,2002-05-29,11.2745,37.49312,0.0
106255,2002-05-29,11.37,37.04228,14.8
103887,2002-05-29,11.4337,36.846,19.8
103622,2002-05-29,11.6027,37.322,1.7
106495,2002-05-29,11.68878,37.312433,0.0
104167,2002-05-29,11.8666,37.9954,0.0
105501,2002-05-29,12.3884,37.5551,2.7
104705,2002-05-29,12.52115,37.4319,2.9
108660,2002-05-30,10.8571,37.10345,0.0
109604,2002-05-30,10.9882,37.21372,20.0
108124,2002-05-30,10.9954,36.9193,21.9
108919,2002-05-30,10.9989,36.679,4.1
107027,2002-05-30,11.2745,37.49312,3.7
109934,2002-05-30,11.37,37.04228,20.8
107566,2002-05-30,11.4337,36.846,12.3
107301,2002-05-30,11.6027,37.322,1.1
110174,2002-05-30,11.68878,37.312433,0.0
107846,2002-05-30,11.8666,37.9954,11.4
109180,2002-05-30,12.3884,37.5551,0.0
108384,2002-05-30,12.52115,37.4319,8.1
112339,2002-05-31,10.8571,37.10345,10.2
113283,2002-05-31,10.9882,37.21372,3.1
111803,2002-05-31,10.9954,36.9193,2.5
112598,2002-05-31,10.9989,36.679,0.2
110706,2002-05-31,11.2745,37.49312,0.0
113613,2002-05-31,11.37,37.04228,0.0
111245,2002-05-31,11.4337,36.846,5.9
110980,2002-05-31,11.6027,37.322,0.0
113853,2002-05-31,11.68878,37.312433,0.0
111525,2002-05-31,11.8666,37.9954,0.4
112859,2002-05-31,12.3884,37.5551,0.0
112063,2002-05-31,12.52115,37.4319,0.0
1970,2002-06-01,10.8571,37.10345,21.0
2914,2002-06-01,10.9882,37.21372,0.2
1434,2002-06-01,10.9954,36.9193,9.6
2229,2002-06-01,10.9989,36.679,0.5
337,2002-06-01,11.2745,37.49312,0.0
