,time,lat,lon,PRECIP
53128,1996-01-15,12.52115,37.4319,0.0
55185,1996-01-16,10.1125,38.1567,0.0
57081,1996-01-16,10.8571,37.10345,0.0
56542,1996-01-16,10.9954,36.9193,0.0
55445,1996-01-16,11.2745,37.49312,0.0
55984,1996-01-16,11.4337,36.846,0.0
55722,1996-01-16,11.6027,37.322,0.0
58593,1996-01-16,11.68878,37.312433,0.0
56264,1996-01-16,11.8666,37.9954,0.0
56807,1996-01-16,12.52115,37.4319,0.0
58864,1996-01-17,10.1125,38.1567,0.0
60760,1996-01-17,10.8571,37.10345,0.0
60221,1996-01-17,10.9954,36.9193,0.0
59124,1996-01-17,11.2745,37.49312,0.0
59663,1996-01-17,11.4337,36.846,0.0
59401,1996-01-17,11.6027,37.322,0.0
62272,1996-01-17,11.68878,37.312433,0.0
59943,1996-01-17,11.8666,37.9954,0.0
60486,1996-01-17,12.52115,37.4319,0.0
62543,1996-01-18,10.1125,38.1567,0.0
64439,1996-01-18,10.8571,37.10345,0.0
63900,1996-01-18,10.9954,36.9193,0.0
62803,1996-01-18,11.2745,37.49312,0.0
63342,1996-01-18,11.4337,36.846,0.0
63080,1996-01-18,11.6027,37.322,0.0
65951,1996-01-18,11.68878,37.312433,0.0
63622,1996-01-18,11.8666,37.9954,0.0
64165,1996-01-18,12.52115,37.4319,0.0
66222,1996-01-19,10.1125,38.1567,0.0
68118,1996-01-19,10.8571,37.10345,2.2
69062,1996-01-19,10.9882,37.21372,2.0
67579,1996-01-19,10.9954,36.9193,2.5
66482,1996-01-19,11.2745,37.49312,0.0
67021,1996-01-19,11.4337,36.846,0.0
66759,1996-01-19,11.6027,37.322,0.0
69630,1996-01-19,11.68878,37.312433,0.0
67301,1996-01-19,11.8666,37.9954,1.4
67844,1996-01-19,12.52115,37.4319,0.0
69901,1996-01-20,10.1125,38.1567,0.0
71797,1996-01-20,10.8571,37.10345,1.0
72741,1996-01-20,10.9882,37.21372,1.1
71258,1996-01-20,10.9954,36.9193,0.0
70161,1996-01-20,11.2745,37.49312,0.0
70700,1996-01-20,11.4337,36.846,0.0
70438,1996-01-20,11.6027,37.322,0.0
73309,1996-01-20,11.68878,37.312433,0.0
70980,1996-01-20,11.8666,37.9954,0.0
71523,1996-01-20,12.52115,37.4319,0.0
73580,1996-01-21,10.1125,38.1567,1.7
75476,1996-01-21,10.8571,37.10345,0.0
76420,1996-01-21,10.9882,37.21372,0.0
74937,1996-01-21,10.9954,36.9193,0.0
73840,1996-01-21,11.2745,37.49312,0.0
74379,1996-01-21,11.4337,36.846,0.0
74117,1996-01-21,11.6027,37.322,0.0
76988,1996-01-21,11.68878,37.312433,0.0
74659,1996-01-21,11.8666,37.9954,0.0
75202,1996-01-21,12.52115,37.4319,0.0
77259,1996-01-22,10.1125,38.1567,0.0
79155,1996-01-22,10.8571,37.10345,0.0
80099,1996-01-22,10.9882,37.21372,0.0
78616,1996-01-22,10.9954,36.9193,0.1
77519,1996-01-22,11.2745,37.49312,0.0
78058,1996-01-22,11.4337,36.846,0.0
77796,1996-01-22,11.6027,37.322,0.0
80667,1996-01-22,11.68878,37.312433,0.0
78338,1996-01-22,11.8666,37.9954,0.0
78881,1996-01-22,12.52115,37.4319,0.0
80938,1996-01-23,10.1125,38.1567,0.0
82834,1996-01-23,10.8571,37.10345,0.0
83778,1996-01-23,10.9882,37.21372,0.0
82295,1996-01-23,10.9954,36.9193,0.0
81198,1996-01-23,11.2745,37.49312,0.0
81737,1996-01-23,11.4337,36.846,0.0
81475,1996-01-23,11.6027,37.322,0.0
84346,1996-01-23,11.68878,37.312433,0.0
82017,1996-01-23,11.8666,37.9954,0.0
82560,1996-01-23,12.52115,37.4319,0.0
84617,1996-01-24,10.1125,38.1567,0.0
86513,1996-01-24,10.8571,37.10345,0.0
87457,1996-01-24,10.9882,37.21372,0.0
85974,1996-01-24,10.9954,36.9193,0.0
84877,1996-01-24,11.2745,37.49312,0.0
85416,1996-01-24,11.4337,36.846,0.0
85154,1996-01-24,11.6027,37.322,0.0
88025,1996-01-24,11.68878,37.312433,0.0
85696,1996-01-24,11.8666,37.9954,0.0
86239,1996-01-24,12.52115,37.4319,0.0
88296,1996-01-25,10.1125,38.1567,0.0
90192,1996-01-25,10.8571,37.10345,2.5
91136,1996-01-25,10.9882,37.21372,0.0
89653,1996-01-25,10.9954,36.9193,0.0
88556,1996-01-25,11.2745,37.49312,0.0
89095,1996-01-25,11.4337,36.846,0.0
88833,1996-01-25,11.6027,37.322,0.0
91704,1996-01-25,11.68878,37.312433,0.0
89375,1996-01-25,11.8666,37.9954,0.0
89918,1996-01-25,12.52115,37.4319,0.0
91975,1996-01-26,10.1125,38.1567,0.0
93871,1996-01-26,10.8571,37.10345,0.0
94815,1996-01-26,10.9882,37.21372,3.6
93332,1996-01-26,10.9954,36.9193,0.0
92235,1996-01-26,11.2745,37.49312,0.0
92774,1996-01-26,11.4337,36.846,0.0
92512,1996-01-26,11.6027,37.322,0.0
95383,1996-01-26,11.68878,37.312433,0.0
93054,1996-01-26,11.8666,37.9954,0.0
93597,1996-01-26,12.52115,37.4319,0.0
95654,1996-01-27,10.1125,38.1567,0.0
97550,1996-01-27,10.8571,37.10345,0.0
98494,1996-01-27,10.9882,37.21372,0.0
97011,1996-01-27,10.9954,36.9193,0.0
95914,1996-01-27,11.2745,37.49312,0.0
96453,1996-01-27,11.4337,36.846,0.0
96191,1996-01-27,11.6027,37.322,0.0
99062,1996-01-27,11.68878,37.312433,0.0
96733,1996-01-27,11.8666,37.9954,0.0
97276,1996-01-27,12.52115,37.4319,0.0
99333,1996-01-28,10.1125,38.1567,0.0
101229,1996-01-28,10.8571,37.10345,0.0
102173,1996-01-28,10.9882,37.21372,0.0
100690,1996-01-28,10.9954,36.9193,0.0
99593,1996-01-28,11.2745,37.49312,0.0
100132,1996-01-28,11.4337,36.846,0.0
99870,1996-01-28,11.6027,37.322,0.0
102741,1996-01-28,11.68878,37.312433,0.0
100412,1996-01-28,11.8666,37.9954,0.0
100955,1996-01-28,12.52115,37.4319,0.0
103012,1996-01-29,10.1125,38.1567,0.0
104908,1996-01-29,10.8571,37.10345,0.0
105852,1996-01-29,10.9882,37.21372,0.0
104369,1996-01-29,10.9954,36.9193,0.0
103272,1996-01-29,11.2745,37.49312,0.0
103811,1996-01-29,11.4337,36.846,0.0
103549,1996-01-29,11.6027,37.322,0.0
106420,1996-01-29,11.68878,37.312433,0.0
104091,1996-01-29,11.8666,37.9954,0.5
104634,1996-01-29,12.52115,37.4319,0.0
106691,1996-01-30,10.1125,38.1567,0.0
108587,1996-01-30,10.8571,37.10345,0.0
109531,1996-01-30,10.9882,37.21372,0.0
108048,1996-01-30,10.9954,36.9193,0.0
106951,1996-01-30,11.2745,37.49312,0.0
107490,1996-01-30,11.4337,36.846,0.0
107228,1996-01-30,11.6027,37.322,0.0
110099,1996-01-30,11.68878,37.312433,0.0
107770,1996-01-30,11.8666,37.9954,0.0
108313,1996-01-30,12.52115,37.4319,0.0
110370,1996-01-31,10.1125,38.1567,0.0
112266,1996-01-31,10.8571,37.10345,0.0
113210,1996-01-31,10.9882,37.21372,0.0
111727,1996-01-31,10.9954,36.9193,0.0
110630,1996-01-31,11.2745,37.49312,0.0
111169,1996-01-31,11.4337,36.846,0.0
110907,1996-01-31,11.6027,37.322,0.0
113778,1996-01-31,11.68878,37.312433,0.0
111449,1996-01-31,11.8666,37.9954,0.0
111992,1996-01-31,12.52115,37.4319,0.0
1,1996-02-01,10.1125,38.1567,0.0
1897,1996-02-01,10.8571,37.10345,0.0
2841,1996-02-01,10.9882,37.21372,0.0
1358,1996-02-01,10.9954,36.9193,0.0
261,1996-02-01,11.2745,37.49312,0.0
800,1996-02-01,11.4337,36.846,0.0
538,1996-02-01,11.6027,37.322,0.0
3409,1996-02-01,11.68878,37.312433,0.0
1080,1996-02-01,11.8666,37.9954,0.0
1623,1996-02-01,12.52115,37.4319,0.0
3680,1996-02-02,10.1125,38.1567,0.0
5576,1996-02-02,10.8571,37.10345,0.0
6520,1996-02-02,10.9882,37.21372,0.0
5037,1996-02-02,10.9954,36.9193,0.0
3940,1996-02-02,11.2745,37.49312,0.0
4479,1996-02-02,11.4337,36.846,0.0
4217,1996-02-02,11.6027,37.322,0.0
7088,1996-02-02,11.68878,37.312433,0.0
4759,1996-02-02,11.8666,37.9954,0.0
5302,1996-02-02,12.52115,37.4319,0.0
7359,1996-02-03,10.1125,38.1567,0.0
9255,1996-02-03,10.8571,37.10345,0.0
10199,1996-02-03,10.9882,37.21372,0.0
8716,1996-02-03,10.9954,36.9193,0.0
7619,1996-02-03,11.2745,37.49312,0.0
8158,1996-02-03,11.4337,36.846,0.0
7896,1996-02-03,11.6027,37.322,0.0
10767,1996-02-03,11.68878,37.312433,0.0
8438,1996-02-03,11.8666,37.9954,0.0
8981,1996-02-03,12.52115,37.4319,0.0
11038,1996-02-04,10.1125,38.1567,0.0
12934,1996-02-04,10.8571,37.10345,0.0
13878,1996-02-04,10.9882,37.21372,0.0
12395,1996-02-04,10.9954,36.9193,0.0
11298,1996-02-04,11.2745,37.49312,0.0
11837,1996-02-04,11.4337,36.846,0.0
11575,1996-02-04,11.6027,37.322,0.0
14446,1996-02-04,11.68878,37.312433,0.0
12117,1996-02-04,11.8666,37.9954,0.0
12660,1996-02-04,12.52115,37.4319,0.0
14717,1996-02-05,10.1125,38.1567,0.0
16613,1996-02-05,10.8571,37.10345,0.0
17557,1996-02-05,10.9882,37.21372,0.0
16074,1996-02-05,10.9954,36.9193,0.0
14977,1996-02-05,11.2745,37.49312,0.0
15516,1996-02-05,11.4337,36.846,0.0
15254,1996-02-05,11.6027,37.322,0.0
18125,1996-02-05,11.68878,37.312433,0.0
15796,1996-02-05,11.8666,37.9954,0.0
16339,1996-02-05,12.52115,37.4319,4.4
18396,1996-02-06,10.1125,38.1567,0.0
20292,1996-02-06,10.8571,37.10345,0.0
21236,1996-02-06,10.9882,37.21372,0.0
19753,1996-02-06,10.9954,36.9193,0.0
18656,1996-02-06,11.2745,37.49312,2.5
19195,1996-02-06,11.4337,36.846,0.7
18933,1996-02-06,11.6027,37.322,0.6
21804,1996-02-06,11.68878,37.312433,0.0
19475,1996-02-06,11.8666,37.9954,0.0
20018,1996-02-06,12.52115,37.4319,0.0
22075,1996-02-07,10.1125,38.1567,0.0
23971,1996-02-07,10.8571,37.10345,1.7
24915,1996-02-07,10.9882,37.21372,0.0
23432,1996-02-07,10.9954,36.9193,1.7
22335,1996-02-07,11.2745,37.49312,0.0
22874,1996-02-07,11.4337,36.846,1.2
22612,1996-02-07,11.6027,37.322,0.0
25483,1996-02-07,11.68878,37.312433,0.0
23154,1996-02-07,11.8666,37.9954,0.8
24488,1996-02-07,12.3884,37.5551,0.0
23697,1996-02-07,12.52115,37.4319,0.0
25754,1996-02-08,10.1125,38.1567,0.0
27650,1996-02-08,10.8571,37.10345,0.5
28594,1996-02-08,10.9882,37.21372,3.6
27111,1996-02-08,10.9954,36.9193,0.0
26014,1996-02-08,11.2745,37.49312,0.0
26553,1996-02-08,11.4337,36.846,0.0
26291,1996-02-08,11.6027,37.322,0.0
29162,1996-02-08,11.68878,37.312433,0.0
26833,1996-02-08,11.8666,37.9954,0.2
28167,1996-02-08,12.3884,37.5551,0.0
27376,1996-02-08,12.52115,37.4319,0.0
29433,1996-02-09,10.1125,38.1567,0.0
31329,1996-02-09,10.8571,37.10345,0.0
32273,1996-02-09,10.9882,37.21372,0.0
30790,1996-02-09,10.9954,36.9193,0.0
29693,1996-02-09,11.2745,37.49312,0.0
30232,1996-02-09,11.4337,36.846,0.0
29970,1996-02-09,11.6027,37.322,0.0
32841,1996-02-09,11.68878,37.312433,0.0
30512,1996-02-09,11.8666,37.9954,0.0
31846,1996-02-09,12.3884,37.5551,0.0
31055,1996-02-09,12.52115,37.4319,0.0
33112,1996-02-10,10.1125,38.1567,0.0
35008,1996-02-10,10.8571,37.10345,0.0
35952,1996-02-10,10.9882,37.21372,0.0
34469,1996-02-10,10.9954,36.9193,0.0
33372,1996-02-10,11.2745,37.49312,0.0
33911,1996-02-10,11.4337,36.846,0.0
33649,1996-02-10,11.6027,37.322,0.0
36520,1996-02-10,11.68878,37.312433,0.0
34191,1996-02-10,11.8666,37.9954,0.0
35525,1996-02-10,12.3884,37.5551,0.0
34734,1996-02-10,12.52115,37.4319,0.0
36791,1996-02-11,10.1125,38.1567,0.0
38687,1996-02-11,10.8571,37.10345,0.0
39631,1996-02-11,10.9882,37.21372,0.0
38148,1996-02-11,10.9954,36.9193,0.0
37051,1996-02-11,11.2745,37.49312,0.0
37590,1996-02-11,11.4337,36.846,0.0
37328,1996-02-11,11.6027,37.322,0.0
40199,1996-02-11,11.68878,37.312433,0.0
37870,1996-02-11,11.8666,37.9954,0.0
39204,1996-02-11,12.3884,37.5551,0.0
38413,1996-02-11,12.52115,37.4319,0.0
40470,1996-02-12,10.1125,38.1567,0.0
42366,1996-02-12,10.8571,37.10345,0.0
43310,1996-02-12,10.9882,37.21372,0.0
41827,1996-02-12,10.9954,36.9193,0.0
40730,1996-02-12,11.2745,37.49312,0.0
41269,1996-02-12,11.4337,36.846,0.0
41007,1996-02-12,11.6027,37.322,0.0
43878,1996-02-12,11.68878,37.312433,0.0
41549,1996-02-12,11.8666,37.9954,0.0
42883,1996-02-12,12.3884,37.5551,0.0
42092,1996-02-12,12.52115,37.4319,0.0
44149,1996-02-13,10.1125,38.1567,0.0
46045,1996-02-13,10.8571,37.10345,0.0
46989,1996-02-13,10.9882,37.21372,0.0
45506,1996-02-13,10.9954,36.9193,0.0
44409,1996-02-13,11.2745,37.49312,0.0
44948,1996-02-13,11.4337,36.846,0.0
44686,1996-02-13,11.6027,37.322,0.0
47557,1996-02-13,11.68878,37.312433,0.0
45228,1996-02-13,11.8666,37.9954,0.0
46562,1996-02-13,12.3884,37.5551,0.0
45771,1996-02-13,12.52115,37.4319,0.0
47828,1996-02-14,10.1125,38.1567,0.0
49724,1996-02-14,10.8571,37.10345,0.0
50668,1996-02-14,10.9882,37.21372,0.0
49185,1996-02-14,10.9954,36.9193,0.0
48088,1996-02-14,11.2745,37.49312,0.0
48627,1996-02-14,11.4337,36.846,0.0
48365,1996-02-14,11.6027,37.322,0.0
51236,1996-02-14,11.68878,37.312433,0.0
48907,1996-02-14,11.8666,37.9954,0.0
50241,1996-02-14,12.3884,37.5551,0.0
49450,1996-02-14,12.52115,37.4319,0.0
51507,1996-02-15,10.1125,38.1567,0.0
53403,1996-02-15,10.8571,37.10345,0.0
54347,1996-02-15,10.9882,37.21372,0.0
52864,1996-02-15,10.9954,36.9193,0.0
51767,1996-02-15,11.2745,37.49312,0.0
52306,1996-02-15,11.4337,36.846,0.0
52044,1996-02-15,11.6027,37.322,0.0
54915,1996-02-15,11.68878,37.312433,0.0
52586,1996-02-15,11.8666,37.9954,0.0
53920,1996-02-15,12.3884,37.5551,0.0
53129,1996-02-15,12.52115,37.4319,0.0
55186,1996-02-16,10.1125,38.1567,0.0
57082,1996-02-16,10.8571,37.10345,0.0
58026,1996-02-16,10.9882,37.21372,0.0
56543,1996-02-16,10.9954,36.9193,0.0
55446,1996-02-16,11.2745,37.49312,0.0
55985,1996-02-16,11.4337,36.846,0.0
55723,1996-02-16,11.6027,37.322,0.0
58594,1996-02-16,11.68878,37.312433,0.0
56265,1996-02-16,11.8666,37.9954,0.0
57599,1996-02-16,12.3884,37.5551,0.0
56808,1996-02-16,12.52115,37.4319,0.0
58865,1996-02-17,10.1125,38.1567,0.0
60761,1996-02-17,10.8571,37.10345,0.0
61705,1996-02-17,10.9882,37.21372,0.0
60222,1996-02-17,10.9954,36.9193,0.0
59125,1996-02-17,11.2745,37.49312,0.0
59664,1996-02-17,11.4337,36.846,0.0
59402,1996-02-17,11.6027,37.322,0.0
62273,1996-02-17,11.68878,37.312433,0.0
59944,1996-02-17,11.8666,37.9954,0.0
61278,1996-02-17,12.3884,37.5551,0.0
60487,1996-02-17,12.52115,37.4319,0.0
62544,1996-02-18,10.1125,38.1567,0.0
64440,1996-02-18,10.8571,37.10345,0.0
65384,1996-02-18,10.9882,37.21372,0.0
63901,1996-02-18,10.9954,36.9193,0.0
62804,1996-02-18,11.2745,37.49312,0.0
63343,1996-02-18,11.4337,36.846,0.0
63081,1996-02-18,11.6027,37.322,0.0
65952,1996-02-18,11.68878,37.312433,0.0
63623,1996-02-18,11.8666,37.9954,0.0
64957,1996-02-18,12.3884,37.5551,0.0
64166,1996-02-18,12.52115,37.4319,0.0
66223,1996-02-19,10.1125,38.1567,0.0
68119,1996-02-19,10.8571,37.10345,0.0
69063,1996-02-19,10.9882,37.21372,0.0
67580,1996-02-19,10.9954,36.9193,0.0
66483,1996-02-19,11.2745,37.49312,0.0
67022,1996-02-19,11.4337,36.846,0.0
66760,1996-02-19,11.6027,37.322,0.0
69631,1996-02-19,11.68878,37.312433,0.0
67302,1996-02-19,11.8666,37.9954,0.0
68636,1996-02-19,12.3884,37.5551,0.0
67845,1996-02-19,12.52115,37.4319,0.0
69902,1996-02-20,10.1125,38.1567,0.0
71798,1996-02-20,10.8571,37.10345,0.0
72742,1996-02-20,10.9882,37.21372,0.0
71259,1996-02-20,10.9954,36.9193,0.0
70162,1996-02-20,11.2745,37.49312,0.0
70701,1996-02-20,11.4337,36.846,0.0
70439,1996-02-20,11.6027,37.322,0.0
73310,1996-02-20,11.68878,37.312433,0.0
70981,1996-02-20,11.8666,37.9954,0.0
72315,1996-02-20,12.3884,37.5551,0.0
71524,1996-02-20,12.52115,37.4319,0.0
73581,1996-02-21,10.1125,38.1567,0.0
75477,1996-02-21,10.8571,37.10345,0.0
76421,1996-02-21,10.9882,37.21372,0.0
74938,1996-02-21,10.9954,36.9193,0.0
73841,1996-02-21,11.2745,37.49312,0.0
74380,1996-02-21,11.4337,36.846,0.0
74118,1996-02-21,11.6027,37.322,0.2
76989,1996-02-21,11.68878,37.312433,0.0
74660,1996-02-21,11.8666,37.9954,0.0
75994,1996-02-21,12.3884,37.5551,0.0
75203,1996-02-21,12.52115,37.4319,0.0
77260,1996-02-22,10.1125,38.1567,0.0
79156,1996-02-22,10.8571,37.10345,2.5
80100,1996-02-22,10.9882,37.21372,7.6
78617,1996-02-22,10.9954,36.9193,0.0
77520,1996-02-22,11.2745,37.49312,0.0
78059,1996-02-22,11.4337,36.846,0.0
77797,1996-02-22,11.6027,37.322,0.0
80668,1996-02-22,11.68878,37.312433,0.0
78339,1996-02-22,11.8666,37.9954,0.0
79673,1996-02-22,12.3884,37.5551,0.0
78882,1996-02-22,12.52115,37.4319,0.0
80939,1996-02-23,10.1125,38.1567,0.0
82835,1996-02-23,10.8571,37.10345,0.0
83779,1996-02-23,10.9882,37.21372,3.4
82296,1996-02-23,10.9954,36.9193,0.0
81199,1996-02-23,11.2745,37.49312,0.0
81738,1996-02-23,11.4337,36.846,0.0
81476,1996-02-23,11.6027,37.322,0.0
84347,1996-02-23,11.68878,37.312433,0.0
82018,1996-02-23,11.8666,37.9954,0.0
83352,1996-02-23,12.3884,37.5551,0.0
82561,1996-02-23,12.52115,37.4319,0.0
84618,1996-02-24,10.1125,38.1567,0.0
86514,1996-02-24,10.8571,37.10345,0.0
87458,1996-02-24,10.9882,37.21372,0.0
85975,1996-02-24,10.9954,36.9193,0.0
84878,1996-02-24,11.2745,37.49312,0.0
85417,1996-02-24,11.4337,36.846,0.0
85155,1996-02-24,11.6027,37.322,0.0
88026,1996-02-24,11.68878,37.312433,0.0
85697,1996-02-24,11.8666,37.9954,0.0
87031,1996-02-24,12.3884,37.5551,0.0
86240,1996-02-24,12.52115,37.4319,0.0
88297,1996-02-25,10.1125,38.1567,1.5
90193,1996-02-25,10.8571,37.10345,0.0
91137,1996-02-25,10.9882,37.21372,0.0
89654,1996-02-25,10.9954,36.9193,0.0
88557,1996-02-25,11.2745,37.49312,0.0
89096,1996-02-25,11.4337,36.846,0.0
88834,1996-02-25,11.6027,37.322,0.0
91705,1996-02-25,11.68878,37.312433,0.0
89376,1996-02-25,11.8666,37.9954,0.0
90710,1996-02-25,12.3884,37.5551,0.0
89919,1996-02-25,12.52115,37.4319,0.0
91976,1996-02-26,10.1125,38.1567,0.0
93872,1996-02-26,10.8571,37.10345,0.0
94816,1996-02-26,10.9882,37.21372,0.0
93333,1996-02-26,10.9954,36.9193,0.0
92236,1996-02-26,11.2745,37.49312,0.0
92775,1996-02-26,11.4337,36.846,0.0
92513,1996-02-26,11.6027,37.322,0.0
95384,1996-02-26,11.68878,37.312433,0.0
93055,1996-02-26,11.8666,37.9954,0.0
94389,1996-02-26,12.3884,37.5551,0.0
93598,1996-02-26,12.52115,37.4319,0.0
95655,1996-02-27,10.1125,38.1567,0.0
97551,1996-02-27,10.8571,37.10345,0.0
98495,1996-02-27,10.9882,37.21372,0.0
97012,1996-02-27,10.9954,36.9193,3.7
95915,1996-02-27,11.2745,37.49312,0.0
96454,1996-02-27,11.4337,36.846,0.0
96192,1996-02-27,11.6027,37.322,0.0
99063,1996-02-27,11.68878,37.312433,0.0
96734,1996-02-27,11.8666,37.9954,0.2
98068,1996-02-27,12.3884,37.5551,0.0
97277,1996-02-27,12.52115,37.4319,0.0
99334,1996-02-28,10.1125,38.1567,0.0
101230,1996-02-28,10.8571,37.10345,0.0
102174,1996-02-28,10.9882,37.21372,0.0
